id,kind,sha,created,license,params,base_model,tier,relation,parent,decision_contract_evidence,note
Rydward98/Jev-Omni,model,2733f943232dd1407b4ab077007c5a9976f649c9,2026-09-24T03:35:22.000Z,apache-2.0,,google/gemma-4-12B-it,T1,,,t rights remain separate.  ## Calibration  Medium ECE: **0.0400** (1,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
wwydmanski/bielik-minitron-jev-v0.3,model,17dea472656122c6d4e2e09c644694349466e9cf,2026-09-24T05:35:31.000Z,apache-2.0,,speakleash/Bielik-Minitron-7B-v3.0-Instruct,T1,,,"tem-one, decision-model, jev, calibration, lora] pipeline_tag: text-","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
VTXAI/VTX-JEV-1,model,79abe5512ec65479953f119d593708fee492f5c7,2026-09-24T06:12:56.000Z,apache-2.0,7133398,,T1,,,cisions   - 4-bit   - lf4   - calibrated-probabilities   - noul   -,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
joyfox/Qwen3.5-0.8B-JEV,model,ae7b7040aeff7802f6f2bcfdd27f08a72d5cd969,2026-09-24T07:52:51.000Z,apache-2.0,,Qwen/Qwen3.5-0.8B,T1,,,5-0.8B-JEV  This is a compact decision model derived from Qwen3.5-0.8B. It,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
convaiinnovations/laya,model,55cf4c4ebb4ebe31b2550e8bdf3bd21b99753851,2026-09-18T05:05:55.000Z,apache-2.0,421293830,,T1,,,"tion tags: [laya, system-one, calibrated-decisions, rlcd, classifica",named T1 (own recipe/decision head; see card)
convaiinnovations/laya-multilingual,model,e4e9ddf21a7b1903b7acffd8814ad4307bf63a67,2026-09-19T03:23:34.000Z,apache-2.0,321908998,,T1,,,"ilingual, mmbert, system-one, calibrated-decisions, rlcd, classifica",named T1 (own recipe/decision head; see card)
aac6fef/laya-mlx,model,20aed815fc6acde75733882e7ec0e3f28aeb9717,2026-09-19T14:11:30.000Z,apache-2.0,421293830,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,"ordinal `score`, and boolean `noul` questions. All model computa",format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
FluidInference/laya-coreml,model,7b8d7a2b7e28e746c6ecaad44bbcd5cf251a4fcc,2026-09-21T04:25:15.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,"er mmBERT-base encoder with a typed decision head that answers `choice`, `",format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
thaitea/laya-vision,model,8b318c99d7ad3ce19c24369263463882eada9d1e,2026-09-19T15:16:25.000Z,cc-by-nc-sa-4.0,201161350,HuggingFaceTB/SmolVLM-256M-Instruct,T2,finetune_language,convaiinnovations/laya,language: - en tags: - laya - calibration - decision-model - vision,name/base_model references laya
mys/laya-GGUF,model,713ae6f6e39fb54835e010485656e4484e5ec411,2026-09-20T15:54:02.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,ish GGUF (ggmlc)    **English System 1 decision model** compiled fro,format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
aac6fef/laya-multilingual-mlx,model,f2b4faf51023039425946074e2cf1361d2db11d5,2026-09-19T14:11:31.000Z,apache-2.0,321908998,convaiinnovations/laya-multilingual,T2,format_conversion,convaiinnovations/laya-multilingual,"ordinal `score`, and boolean `noul` questions. All model computa",format_conversion of base_model convaiinnovations/laya-multilingual (chained by name pattern + base_model field)
cklxx/laya-browser,model,4219958196e2c566c141688c773e08da10c1ff3b,2026-09-21T00:12:48.000Z,apache-2.0,,convaiinnovations/laya,T2,other,convaiinnovations/laya,fine-tuned as a browser-agent decision head (drop-in replacement for Type,name/base_model references laya
Mattepiu/laya-onnx,model,a7f385bd51d35f5cbeb88e8bc4f0c7e7c0f24c44,2026-09-18T09:22:02.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,"itions (id: 50284) prompt = f""noul question: {instructions}"" hea",format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
aac6fef/laya-multilingual-coreml-ane,model,39d6a9b3d0f67f06da74fbade6121ea134cbdb21,2026-09-20T03:22:57.000Z,apache-2.0,,convaiinnovations/laya-multilingual,T2,format_conversion,convaiinnovations/laya-multilingual,"ltilingual-coreml-ane  **Laya typed decisions on Apple Silicon, using CPU",format_conversion of base_model convaiinnovations/laya-multilingual (chained by name pattern + base_model field)
mys/laya-multilingual-GGUF,model,3b645ae5428115fa5fd1c453070d22c3ce4b987d,2026-09-20T16:06:41.000Z,apache-2.0,,convaiinnovations/laya-multilingual,T2,format_conversion,convaiinnovations/laya-multilingual,GUF (ggmlc)    **Multilingual System 1 decision model** compiled fro,format_conversion of base_model convaiinnovations/laya-multilingual (chained by name pattern + base_model field)
ShaunSpark/laya-mind2web-browser-agent,model,321971c16dbb50d90d38627abd2048104e0653d0,2026-09-18T22:14:33.000Z,apache-2.0,,convaiinnovations/laya,T2,other,convaiinnovations/laya,"ce.co/convaiinnovations/laya) decision model, specialized for browser auto",name/base_model references laya
Weidows/laya-multilingual-GGUF,model,6235959603bf3d316379404b9130a10b8a406446,2026-09-21T04:03:22.000Z,apache-2.0,,convaiinnovations/laya-multilingual,T2,format_conversion,convaiinnovations/laya-multilingual,"34 tensors, max diff 0).  The decision head (36 tensors, 30 MB) ships sep",format_conversion of base_model convaiinnovations/laya-multilingual (chained by name pattern + base_model field)
sevenreasons/laya-onnx-fp16,model,0461db9c890f6a36928b1beb8063d7a4bb486b2e,2026-09-19T18:19:54.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,"e`: `0=choice`, `1=score`, `2=noul`  ## Outputs  ```text logits",format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
aac6fef/laya-coreml,model,fff78b2d9750c6b748fe8c90fcbf8bed0a1522a9,2026-09-20T03:22:22.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,"rt ---  # laya-coreml  **Laya typed decisions on Apple Silicon, using CPU",format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
aac6fef/laya-multilingual-coreml,model,8139e9089273319512c730218903784074133187,2026-09-20T03:22:41.000Z,apache-2.0,,convaiinnovations/laya-multilingual,T2,format_conversion,convaiinnovations/laya-multilingual,"a-multilingual-coreml  **Laya typed decisions on Apple Silicon, using CPU",format_conversion of base_model convaiinnovations/laya-multilingual (chained by name pattern + base_model field)
mizchi/laya-multilingual-onnx,model,d9d003d543e63d6d3375c21d44624136bd1e0bad,2026-09-20T09:39:49.000Z,apache-2.0,,convaiinnovations/laya-multilingual,T2,format_conversion,convaiinnovations/laya-multilingual,"--| | `model.onnx` | Encoder, decision head, scorer and action head in on",format_conversion of base_model convaiinnovations/laya-multilingual (chained by name pattern + base_model field)
fr0stbit3/laya-gguf,model,ce2afdc0a8766af56a29a22dcf4a781e1f5c7d3c,2026-09-20T18:25:28.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,"llama.cpp, laya, system-one, calibrated-decisions, rlcd, classifica",format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
litert-community/Laya-Multilingual-LiteRT,model,058cbf34ed2c6a2854ec60e9534c229d08740387,2026-09-21T16:11:38.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,probability. Each question is one forward pass. **The validated Android conf,format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
Luni/laya-grounded,model,adf7152c72af118bf90b4e5e9c5b158c70e95ec0,2026-09-19T14:36:51.000Z,cc-by-nc-4.0,421293830,convaiinnovations/laya,T2,other,convaiinnovations/laya,"system-one, typed-decisions, calibrated-decisions, classification,",name/base_model references laya
AXERA-TECH/Laya,model,ac8a43d514f4c2231ee53df98c8199f3a8c26edf,2026-09-21T09:56:30.000Z,apache-2.0,,convaiinnovations/laya,T2,other,convaiinnovations/laya,nt package for the Laya typed-decision model family on AX650 / NPU3.  - Ru,name/base_model references laya
receptron/laya-onnx,model,68f27dfe5a27a54fb2b1fefc432f43f972e90868,2026-09-19T16:41:43.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,rnBERT-large encoder + Laya's decision head) for use with [`@receptron/la,format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
Weidows/laya-multilingual-FP8,model,504aef26b167170940710678b94283f83c9b41bb,2026-09-21T04:03:21.000Z,apache-2.0,,convaiinnovations/laya-multilingual,T2,quantization,convaiinnovations/laya-multilingual,none found,quantization of base_model convaiinnovations/laya-multilingual (chained by name pattern + base_model field)
Wouze/laya-ara-rag,model,731b39b7b264accab86c3cde06beec5f42d023b4,2026-09-21T17:27:25.000Z,apache-2.0,321908998,convaiinnovations/laya-multilingual,T2,other,convaiinnovations/laya-multilingual,"mmBERT-base with a Laya typed-decision head, ~322M) for Arabic pairwise r",name/base_model references laya
inferenceprince/laya-onnx,model,dd0f4db73e24ef4c646d47d0e48e74024f439e6c,2026-09-21T21:42:57.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,- onnxruntime - system-one - calibrated-decisions - text-classifica,format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
thaitea/laya-vision-modernvbert-250m,model,4081dc6e00284a0d7da2071baedb9f8bf2f9d451,2026-09-21T22:41:13.000Z,cc-by-nc-sa-4.0,266971654,ModernVBERT/modernvbert,T2,finetune_language,convaiinnovations/laya,language: - en tags: - laya - calibration - decision-model - vision,name/base_model references laya
telepatia-ai/laya-pt-es-typed,model,a1bd418ef2bd8d018221f9274da5f45085a1b2d1,2026-09-22T12:00:32.000Z,apache-2.0,321908998,convaiinnovations/laya-multilingual,T2,finetune_language,convaiinnovations/laya-multilingual,ions   - choice   - score   - noul   - portuguese   - spanish,name/base_model references laya
chaoliangUNSW/MacJev-322M-4K-Laya,model,92b182e653ebd8facd04ec9bddf6f63c4a7b7c22,2026-09-22T19:48:41.000Z,apache-2.0,321908998,convaiinnovations/laya,T2,other,convaiinnovations/laya,"e.com/#macjev) — all JevStyle decision models, benchmarks and quickstart i",name/base_model references laya
tozp/laya-onnx,model,0d1f7ebf46a3ea04ec4424df602f96ddefb66766,2026-09-20T16:23:55.000Z,,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,"tilingual, non-autoregressive System 1 decision model.** Give it a *",format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
fr0stbit3/laya-multilingual-gguf,model,65c0eefc17dc3166b39078e8abfc48cbc869d552,2026-09-20T18:26:57.000Z,apache-2.0,,convaiinnovations/laya-multilingual,T2,format_conversion,convaiinnovations/laya-multilingual,"ilingual, mmbert, system-one, calibrated-decisions, rlcd, classifica",format_conversion of base_model convaiinnovations/laya-multilingual (chained by name pattern + base_model field)
danielamitay/laya-en-fp32-swev,model,ec3c8344ed3020c1fa2da5c06d58617f752878b8,2026-09-21T02:06:48.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,"v), a Swift package for local typed decisions. Returns choices, ordinal sc",format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
smdesai/laya-multilingual-coreai,model,28067764ee0f4b43058116248d7706ffd1a5f589,2026-09-21T04:03:09.000Z,apache-2.0,,convaiinnovations/laya-multilingual,T2,format_conversion,convaiinnovations/laya-multilingual,"a-multilingual-coreai  **Laya typed decisions as a Core AI asset, with the",format_conversion of base_model convaiinnovations/laya-multilingual (chained by name pattern + base_model field)
soyelmismo/laya-multilingual-onnx,model,0966c4fa58da6878b39e7e14cb5e93313b82d828,2026-09-21T05:03:26.000Z,apache-2.0,,convaiinnovations/laya-multilingual,T2,format_conversion,convaiinnovations/laya-multilingual,"emantic decision routing, and System One fast-path inference with **0.",format_conversion of base_model convaiinnovations/laya-multilingual (chained by name pattern + base_model field)
litert-community/laya-LiteRT,model,ea4c7d41589027d51076e7ef0b700da103afa476,2026-09-21T07:25:46.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,"ndroid GPU FP32)  A state in, calibrated answers to typed questions",format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
aungthuhein-dev/laya-burmese-sib200,model,407ae7276528aa6fb85968288974c2cbb19a3f89,2026-09-21T13:33:38.000Z,apache-2.0,321908998,convaiinnovations/laya,T2,other,convaiinnovations/laya,- topic-classification    - calibrated-classification    - system-,name/base_model references laya
Wouze/laya-ara,model,c2a0118ce6688e24099feca80643b4075120751c,2026-09-21T15:54:16.000Z,other,321908998,convaiinnovations/laya-multilingual,T2,other,convaiinnovations/laya-multilingual,"-  # laya-ara  Arabic NLU for typed decisions — intent, NLI, and short-lis",name/base_model references laya
inferenceprince/laya-onnx-int8,model,24e078dd26307a67ab2d6aaf79210f014c8ff46d,2026-09-21T21:45:04.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,antized - int8 - system-one - calibrated-decisions - text-classifica,format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
nampham1106/laya-flash,model,9609b7e678f489488d671bcb28f22057fc3dbd43,2026-09-22T02:26:24.000Z,other,256205318,LiquidAI/LFM2.5-Encoder-230M,T2,other,convaiinnovations/laya,"a-flash) checkpoint, with the decision head **freshly initialized and unt",name/base_model references laya
Cahol/laya-banking77-v1,model,09a7f1a08aae1258bf079751897330b32c682767,2026-09-22T02:30:41.000Z,apache-2.0,,convaiinnovations/laya,T2,other,convaiinnovations/laya,n - customer-support - lora - calibrated-decisions metrics: - accura,name/base_model references laya
litert-community/Laya-English-LiteRT,model,504b08d32a79100f984d65c69402c5a964a2d9d2,2026-09-22T03:48:08.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,probability. Each question is one forward pass of the main graph plus one pa,format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
millat/laya-mlx,model,90f2daef06f75dbcb186d46726a11ef21b6e4365,2026-09-22T09:47:35.000Z,apache-2.0,421293830,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,"ordinal `score`, and boolean `noul` questions. All model computa",format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
harikarthikmanyam/laya-issue-triage,model,ad004d06112072b4ee9d390aa5c47ae2249209c1,2026-09-22T13:46:28.000Z,apache-2.0,421293830,convaiinnovations/laya,T2,other,convaiinnovations/laya,ocs` | | `needs_more_info` | `noul` | `true` / `false` |  ## Res,name/base_model references laya
0xSojalSec/laya-System1,model,325ef69596857536cb456277f9f7736d0deb1b93,2026-09-22T20:32:25.000Z,apache-2.0,421293830,,T2,other,convaiinnovations/laya,"tion tags: [laya, system-one, calibrated-decisions, rlcd, classifica",name/base_model references laya
mariojcr/laya-onnx,model,aeebb05497cc473360caf4de1653107cf08d6b10,2026-09-22T22:53:57.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,cision   - classification   - calibrated   - altherium library_name:,format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
flaukowski/laya-kannaka-evidence-gate,model,efd99768b5569aee95ea05cc5e91b47b776266ed,2026-09-22T23:33:44.000Z,apache-2.0,421293830,convaiinnovations/laya,T2,other,convaiinnovations/laya,"rge, 421M, non-autoregressive typed decisions) fine-tuned on **one decisio",name/base_model references laya
fibonacciai/laya-gguf-persian-multilingual-decision,model,8279c01d0382125f37eaf721d8641b9da3052564,2026-09-22T23:37:37.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,وع‌دار (`choice` / `score` / `noul`) در **یک پاس انکودر** بازمی‌,format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
rupeshs/laya-ov-int8,model,472075756b1dbc4d73b54f47440acd80dcad5b59,2026-09-23T00:29:56.000Z,apache-2.0,,,X,,,none found,empty or missing card
flaukowski/laya-kannaka-supersession,model,c494ee705e5cd4400ed702233b14993732114da7,2026-09-23T01:46:34.000Z,apache-2.0,421293830,convaiinnovations/laya,T2,other,convaiinnovations/laya,"rge, 421M, non-autoregressive typed decisions) fine-tuned on the **write-t",name/base_model references laya
tindang/laya-code,model,f3d6bd2344e4750dd917f95d40ceacfa81bb81db,2026-09-23T05:48:31.000Z,apache-2.0,421293830,convaiinnovations/laya,T2,other,convaiinnovations/laya,"ch, reranker, code-retrieval, calibrated, claude-code, laya-codex] -",name/base_model references laya
ZeroDegress/laya-gguf,model,ff850ac9c08707e926847711a4d1819dc228ecc7,2026-09-23T05:53:57.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,aya is a non-autoregressive **System One decision model**: 421M parame,format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
wigcheng5566/laya-neutron-gguf,model,aa0af580eefde27f7e7b0fe345a2168285ccf30a,2026-09-23T09:00:26.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,r llama.cpp — encoder **and** decision head  Laya returns calibrated prob,format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
sahilchachra/Laya-Multilingual-MXFP8,model,5ad482bc70374d747cf3039b5a14ef6cc58568ae,2026-09-23T12:12:57.000Z,,306939648,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,) plus a small **from-scratch decision head** (a 2-layer `torch.nn.Transf,format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
harshpreet931/cut-laya-onnx,model,192138dfb32a0b2f73425ba70345946d415bfde1,2026-09-24T10:05:55.000Z,apache-2.0,,convaiinnovations/laya,T2,format_conversion,convaiinnovations/laya,none found,format_conversion of base_model convaiinnovations/laya (chained by name pattern + base_model field)
jaredpalmer/kev-0.5b,model,9ce2fd39db3a397c89733f94af948e3d1fdfffcd,2026-09-18T20:20:01.000Z,apache-2.0,,Qwen/Qwen2.5-0.5B,T1,,,tags:   - decision-model   - calibration   - lora   - multiple-choi,named T1 (own recipe/decision head; see card)
jaredpalmer/kev-4b,model,139fdd94f1b6a6ad80cc15e08fcb99cac885a101,2026-09-19T03:59:43.000Z,apache-2.0,,Qwen/Qwen3.5-4B-Base,T1,,,tags:   - decision-model   - calibration   - lora   - multiple-choi,named T1 (own recipe/decision head; see card)
jaredpalmer/kev-9b,model,2629c06a5aeb0feb3b9783bafed17ed8f39ecf5c,2026-09-20T22:42:14.000Z,apache-2.0,,Qwen/Qwen3.5-9B-Base,T1,,,tags:   - decision-model   - calibration   - lora   - multiple-choi,named T1 (own recipe/decision head; see card)
jaredpalmer/kev-0.8b,model,9a45d25eb2ab761841196625383fa1dff0e56c1e,2026-09-20T23:42:38.000Z,apache-2.0,,Qwen/Qwen3.5-0.8B-Base,T1,,,tags:   - decision-model   - calibration   - lora   - multiple-choi,named T1 (own recipe/decision head; see card)
jaredpalmer/kev-8b,model,c80773da7f383f93c4dbff0c0b008e0463f9145a,2026-09-19T04:19:09.000Z,apache-2.0,,Qwen/Qwen3-8B-Base,T1,,,tags:   - decision-model   - calibration   - lora   - multiple-choi,named T1 (own recipe/decision head; see card)
jaredpalmer/kev-0.6b,model,dece6dba8d43f0f7ded45e9f5b9df12474d90843,2026-09-19T01:16:39.000Z,apache-2.0,,Qwen/Qwen3-0.6B-Base,T1,,,tags:   - decision-model   - calibration   - lora   - multiple-choi,named T1 (own recipe/decision head; see card)
taigrr/kev-0.8b-gguf,model,0ebc4dbf161cd6142fc7fdfc65d54ea55fedaa3f,2026-09-22T05:37:58.000Z,apache-2.0,,Qwen/Qwen3.5-0.8B-Base,T2,format_conversion,Qwen/Qwen3.5-0.8B-Base,none found,format_conversion of base_model Qwen/Qwen3.5-0.8B-Base (chained by name pattern + base_model field)
mys/kev-4b-GGUF,model,9e37a4eb7def2f73a1bd1301218b063a48ad12c9,2026-09-22T10:20:18.000Z,apache-2.0,,jaredpalmer/kev-4b,T2,format_conversion,jaredpalmer/kev-4b,4B GGUF (ggmlc)    **English System 1 decision model** compiled fro,format_conversion of base_model jaredpalmer/kev-4b (chained by name pattern + base_model field)
bespokelabs/Bespoke-Nimble-9B,model,bd792f44ec8e265be861bfcdf4e05967ffe0e858,2026-09-18T01:18:02.000Z,apache-2.0,,Qwen/Qwen3.5-9B,T1,,,reuse the older model’s 2.179 calibration. For Mac/MLX and Linux loa,named T1 (own recipe/decision head; see card)
Mapika/decider-2b,model,d61c1c16089572df5d180329b9fea4997a90090c,2026-09-16T07:59:24.000Z,apache-2.0,1881825088,Qwen/Qwen3.5-2B-Base,T1,,,"cation tags: [decision-model, calibrated, structured-output, multi-t",named T1 (own recipe/decision head; see card)
Mapika/decider-2b-vision,model,863e290863655f1d6b69324d77d09ac972d21609,2026-09-16T19:44:51.000Z,apache-2.0,2213241664,Qwen/Qwen3.5-2B-Base,T1,,,"o-text tags: [decision-model, calibrated, structured-output, vision,",named T1 (own recipe/decision head; see card)
cosetoenor/decider-2b-GGUF,model,dcc6e5537f922266d1126c15682ac0929517ee33,2026-09-18T16:25:37.000Z,apache-2.0,,Mapika/decider-2b,T2,format_conversion,Mapika/decider-2b,rns option probabilities from one forward pass. It does not generate text.,format_conversion of base_model Mapika/decider-2b (chained by name pattern + base_model field)
Mapika/decider-35b-a3b,model,91470e65478656eb68fde8c0ccdfe575d69d0309,2026-09-20T09:11:16.000Z,apache-2.0,34660610688,Qwen/Qwen3.5-35B-A3B-Base,T1,,,"cation tags: [decision-model, calibrated, structured-output, multi-t",named T1 (own recipe/decision head; see card)
Mapika/decider-35b-a3b-nvfp4,model,798555c06e419c4638c9ebd06c78ed8b5e92c868,2026-09-20T09:33:00.000Z,apache-2.0,17851937408,Mapika/decider-35b-a3b,T2,quantization,Mapika/decider-35b-a3b,"cation tags: [decision-model, calibrated, structured-output, multi-t",quantization of base_model Mapika/decider-35b-a3b (chained by name pattern + base_model field)
Mapika/decider-0.8b,model,a0a01d6f8135298f400a8c856b355793012ae971,2026-09-19T11:01:33.000Z,apache-2.0,752393024,Qwen/Qwen3.5-0.8B-Base,T1,,,"cation tags: [decision-model, calibrated, structured-output, multi-t",named T1 (own recipe/decision head; see card)
mradermacher/decider-2b-vision-GGUF,model,a813595a7a92e358d1741bf973d363be4da77db9,2026-09-17T12:55:34.000Z,apache-2.0,,Mapika/decider-2b-vision,T2,format_conversion,Mapika/decider-2b-vision,cher tags: - decision-model - calibrated - structured-output - visio,format_conversion of base_model Mapika/decider-2b-vision (chained by name pattern + base_model field)
mradermacher/decider-0.8b-GGUF,model,001df41ddc126176cab96c8aec9ada45008fbe62,2026-09-19T21:17:10.000Z,apache-2.0,,Mapika/decider-0.8b,T2,format_conversion,Mapika/decider-0.8b,cher tags: - decision-model - calibrated - structured-output - multi,format_conversion of base_model Mapika/decider-0.8b (chained by name pattern + base_model field)
mradermacher/decider-35b-a3b-GGUF,model,824c17f2d3f6178d81124531bf26437bcfd1fd43,2026-09-21T06:17:58.000Z,apache-2.0,,Mapika/decider-35b-a3b,T2,format_conversion,Mapika/decider-35b-a3b,cher tags: - decision-model - calibrated - structured-output - multi,format_conversion of base_model Mapika/decider-35b-a3b (chained by name pattern + base_model field)
mlboydaisuke/decider-0.8b-CoreAI,model,3f01e55d6c50f18d5650be7b929e4b902baf15fa,2026-09-21T07:43:26.000Z,apache-2.0,,Mapika/decider-0.8b,T2,format_conversion,Mapika/decider-0.8b,ne - metal - decision-model - calibrated - system-one - typed-decisi,format_conversion of base_model Mapika/decider-0.8b (chained by name pattern + base_model field)
Mapika/decider-4b,model,49564ddcfccafb6db563eb757c1d41e6c78dcb56,2026-09-22T14:50:07.000Z,apache-2.0,4205751296,Qwen/Qwen3.5-4B-Base,T1,,,"cation tags: [decision-model, calibrated, structured-output, multi-t",named T1 (own recipe/decision head; see card)
SirSahOl/decider-2b-chat-mlx-4bit,model,4c478b6a7d9449dbb3e6142cd3daaa5519247ecd,2026-09-22T02:29:26.000Z,unknown,1881825088,JackFram/decider-2b,T2,format_conversion,JackFram/decider-2b,none found,format_conversion of base_model JackFram/decider-2b (chained by name pattern + base_model field)
SirSahOl/decider-2b-chat-mlx-8bit,model,43258f710d6087fa56341b214e2c478700f18b68,2026-09-22T02:29:42.000Z,unknown,1881825088,JackFram/decider-2b,T2,format_conversion,JackFram/decider-2b,none found,format_conversion of base_model JackFram/decider-2b (chained by name pattern + base_model field)
SirSahOl/decider-2b-chat-mlx-16bit,model,278db336cbc05428ae115c118906d84e27f34a91,2026-09-22T02:30:08.000Z,unknown,1881825088,JackFram/decider-2b,T2,format_conversion,JackFram/decider-2b,none found,format_conversion of base_model JackFram/decider-2b (chained by name pattern + base_model field)
edbordin-linktree/decider-0.8b-executorch-mlx,model,d1325c1ba36409f6e9efbc431854cb83982582da,2026-09-23T05:30:57.000Z,apache-2.0,,Mapika/decider-0.8b,T2,format_conversion,Mapika/decider-0.8b,"typed-decision interface and calibration: **Mark Marosi / Mapika**,",format_conversion of base_model Mapika/decider-0.8b (chained by name pattern + base_model field)
edbordin-linktree/decider-2b-executorch-mlx,model,4641daf648b8577b3f7d16c77581e6483289a303,2026-09-23T05:30:58.000Z,apache-2.0,,Mapika/decider-2b,T2,format_conversion,Mapika/decider-2b,"typed-decision interface and calibration: **Mark Marosi / Mapika**,",format_conversion of base_model Mapika/decider-2b (chained by name pattern + base_model field)
DreamBlooms/decider-0.8b-GGUF,model,28446f745a432be2a7ef00feec71031d957b54c9,2026-09-23T09:36:00.000Z,apache-2.0,,Mapika/decider-0.8b,T2,format_conversion,Mapika/decider-0.8b,"cation tags: [decision-model, calibrated, structured-output, multi-t",format_conversion of base_model Mapika/decider-0.8b (chained by name pattern + base_model field)
litert-community/decider-0.8b-LiteRT,model,9aa2116bbb33ab783f2255bf4b05d0bccf82ebf2,2026-09-23T10:18:26.000Z,apache-2.0,,Mapika/decider-0.8b,T2,format_conversion,Mapika/decider-0.8b,ltanet] ---  # decider-0.8b — typed decisions in LiteRT-LM  To route a sup,format_conversion of base_model Mapika/decider-0.8b (chained by name pattern + base_model field)
DreamBlooms/decider-2b-GGUF,model,3ccc6449e4254b1efb5ebafdd8aba3b1715d5354,2026-09-23T10:20:20.000Z,apache-2.0,,Mapika/decider-2b,T2,format_conversion,Mapika/decider-2b,"cation tags: [decision-model, calibrated, structured-output, multi-t",format_conversion of base_model Mapika/decider-2b (chained by name pattern + base_model field)
vdaular/decider-35b-a3b,model,350176ce42e4c03a5716a2025e253a983553732a,2026-09-23T23:16:27.000Z,apache-2.0,34660610688,Qwen/Qwen3.5-35B-A3B-Base,T2,other,decider-35b,"cation tags: [decision-model, calibrated, structured-output, multi-t",name/base_model references decider-35b
vdaular/decider-2b-vision,model,92c06da1a01311b056c41ccc85f07d1c9ba67679,2026-09-23T23:18:04.000Z,apache-2.0,2213241664,Qwen/Qwen3.5-2B-Base,T2,other,mapika/decider-2b,"o-text tags: [decision-model, calibrated, structured-output, vision,",name/base_model references decider-2b
mradermacher/decider-4b-GGUF,model,964a63cf3bb0ea54ec9029518dd27085863b91c4,2026-09-24T00:00:05.000Z,apache-2.0,,Mapika/decider-4b,T2,format_conversion,Mapika/decider-4b,cher tags: - decision-model - calibrated - structured-output - multi,format_conversion of base_model Mapika/decider-4b (chained by name pattern + base_model field)
ollaya-dev/decider,model,1af5ebe0474b336f89a43fab8aef53508d4ee797,2026-09-24T10:02:18.000Z,apache-2.0,,Mapika/decider-2b,T2,format_conversion,Mapika/decider-2b,"* by Mapika. Ollaya runs open decision models locally, the way Ollama runs",format_conversion of base_model Mapika/decider-2b (chained by name pattern + base_model field)
